Year,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
1985,13120,7585,2957,1363,30672,3374,15695,7560,6682,4849,9858,4108,7171,99154,8944,424,4275,9982,5935,137382,257,1080,2714,25942,6564,12068,1051040,10332,10191,33344,1942,29748,383,317,2644,15455,10084,647,10310,77685,382,73,5114,6379,22008,9062,50052,38535,1538,43134,4902,56490,833,56620,5193,13228,5016,773,886,325,9923,7581,5250,4079,4458,6076,10649,164061,755000,3540,48209,15694,241,4068,56731,2319,2628,120754,15790,19761,4006,7822,40806,1733,3657,3090,2163,3675,131,16188,1552,3587,367,2606,21886,4148,10029,76767,1845,7361,347,36346,561,1859,13063,1723,1021,7331,15545,1204,6869,84889,3180,14491,4152,16439,3324,1482,99076,2168,19432,57706,37226,3382,18831,9897,3673,1576,356,22521,143938,5982,13330,18256,6785,2750,3703,4671,7720,104,277812,5145,1914,8350,722,67,10481,5066,3129,51342,4569,3240,1189,7364,50997,19148,21618,14392,50944,3012,238466,18215,16998,60093,10540,22216,34254,6785,8560
1986,13126,7749,3015,1447,31145,3422,15900,7568,6776,4931,9862,4241,7371,101438,8959,440,4308,10044,6041,140196,258,1116,2775,26204,6603,12261,1066790,10712,10530,34376,2002,30400,392,321,2723,15481,10183,650,10309,77713,397,72,5121,6517,22643,9301,51593,38708,1550,43917,4917,56725,859,56796,5219,13781,5164,805,907,334,9951,7820,5336,4229,4472,6205,10631,166997,771000,3541,50027,16247,243,4140,56734,2323,2724,121492,15946,20477,4089,8079,41214,1811,3762,3089,2233,3700,133,16424,1587,3620,369,2627,22458,4183,10327,78442,1851,7494,347,36998,565,1903,13143,1764,1028,7608,15942,1240,7040,87092,3248,14572,4167,16848,3341,1538,102066,2212,19855,59186,37504,3413,19137,9907,3781,1630,387,22600,144967,6157,13998,18773,7004,2750,3787,4758,7740,106,280296,5172,1932,8370,750,68,10857,5214,3241,52129,4716,3324,1208,7547,52127,19332,22284,14911,51095,3031,240651,18718,17450,61440,10870,22339,35101,7029,8877
1987,13056,7878,3075,1530,31625,3469,16137,7579,6874,5040,9870,4377,7592,103816,8972,455,4339,10097,6156,143027,259,1152,2841,26550,6650,12465,1084035,11105,10867,35482,2065,31042,401,326,2800,15511,10279,659,10312,77718,409,72,5127,6657,23255,9545,52794,38881,1562,45099,4932,56989,881,56982,5240,14175,5279,839,928,342,9974,8160,5427,4376,4484,6335,10613,169990,788000,3540,51607,16543,245,4210,56730,2327,2820,122091,16109,21196,4176,8380,41622,1891,3869,3092,2306,3800,134,16663,1616,3653,372,2649,23029,4217,10637,80122,1856,7633,349,37625,569,1947,12895,1805,1036,8049,16333,1278,7216,89405,3322,14665,4186,17273,3352,1594,105208,2257,20280,60648,37741,3444,19449,9915,3893,1691,397,22686,145959,6366,14620,19174,7231,2795,3876,4850,7756,109,282718,5199,1946,8398,778,68,11243,5392,3356,52910,4865,3411,1225,7728,53243,19536,23017,15520,51218,3049,242804,19219,17910,62826,11219,22435,35948,7282,9216
1988,13169,8023,3137,1623,32099,3516,16400,7600,6976,5156,9884,4517,7833,106284,8982,469,4370,10150,6283,145873,260,1189,2917,26895,6704,12679,1101630,11512,11201,36628,2130,31673,411,331,2875,15537,10382,664,10314,78031,417,71,5130,6799,23881,9794,54015,39054,1569,46482,4947,57255,900,57160,5320,14577,5397,875,950,352,9983,8496,5519,4518,4494,6459,10443,173041,805000,3530,52997,17038,250,4282,56734,2330,2917,122613,16207,21916,4244,8692,42031,1973,3980,3098,2382,3913,135,16903,1645,3674,376,2664,23600,4290,10957,81782,1859,7777,352,38196,574,1992,12523,1849,1045,8580,16731,1333,7399,91760,3404,14761,4209,17714,3361,1652,108408,2302,20710,62081,37867,3475,19769,9921,4007,1758,413,22769,146866,6588,15233,19492,7465,2869,3968,4939,7769,111,285020,5223,1962,8436,815,69,11632,5556,3475,53683,5006,3492,1238,7899,54356,19752,23764,16176,51423,3068,245021,19625,18379,64211,11591,22536,36795,7517,9560
1989,13503,8154,3196,1722,32572,3326,16681,7628,7102,5263,9938,4664,8092,108842,8990,485,4398,10184,6423,148659,261,1227,3000,27379,6764,12902,1118650,11931,11540,37804,2197,32307,421,335,2951,15559,10489,671,10314,78645,442,71,5133,6942,24496,10048,55252,39215,1571,47870,4962,57821,919,57324,5398,14987,5518,912,972,361,10031,8731,5607,4659,4501,6586,10398,176152,822000,3513,54479,17568,253,4355,56738,2338,3019,123108,16265,22635,4302,9014,42449,2057,4094,3109,2462,4027,136,17142,1674,3681,378,2667,24170,4359,11289,83367,1863,7928,355,38721,579,2070,12482,1886,1053,9082,17121,1409,7608,94160,3492,14849,4226,18173,3378,1712,111528,2347,21151,63555,37970,3506,20103,9923,4124,1821,430,22852,147352,6804,15829,19912,7730,2958,4064,5025,7780,113,286462,5245,1976,8493,849,70,12018,5715,3597,54446,5148,3572,1248,8057,55462,19943,24485,16832,51501,3088,247342,20033,18851,65868,11986,22634,37639,7746,9868
1990,13568,8297,3251,1826,33036,3377,16956,7723,7200,5375,9969,4817,8361,111437,8894,500,4424,10201,6574,151170,262,1265,3085,27791,6837,13129,1135185,12491,11884,39047,2266,32957,430,340,3027,15572,10597,681,10310,79380,499,70,5141,7083,25089,10318,56683,39351,1569,49214,4986,58168,938,57493,5426,15414,5807,951,994,371,10130,8966,5688,4798,4508,6725,10372,179323,839000,3508,56669,18135,255,4478,56743,2348,3262,123537,16398,23354,4382,9345,42869,2142,4210,3150,2178,4140,138,17365,1703,3695,383,2664,24735,4394,11633,84914,1861,8085,359,39243,583,2121,12667,1925,1062,9536,17507,1471,7842,96604,3644,14952,4242,18649,3414,1773,114607,2393,21600,65088,38119,3537,20451,9923,4244,1898,446,22866,147973,6982,16061,20469,8001,3047,4228,5110,7786,116,288361,5263,1991,8559,881,71,12436,5841,3721,55197,5272,3658,1255,8211,56561,20172,25214,17456,51622,3110,250132,20530,19325,67283,12416,23016,38476,7978,10156
1991,13672,8587,3187,1935,33505,3434,17162,7800,7300,5493,10006,4977,8646,113756,8806,514,4437,10206,6731,153735,263,1303,3174,28148,6923,13371,1149979,13246,12258,40407,2333,33642,440,347,3097,15587,10697,699,10285,79961,552,70,5154,7211,25722,10430,57731,39451,1561,51120,5014,58514,961,57671,5425,15754,6215,991,1014,381,10252,9218,5750,4937,4425,6850,10371,182436,854581,3528,57989,18624,258,4650,56782,2381,3440,124028,16522,24105,4446,9683,43296,2077,4331,3283,1907,4248,139,17576,1732,3701,388,2651,25202,4401,11989,86441,1868,8653,366,39885,591,2170,12857,1973,1072,9874,17991,1512,8072,98958,3839,15070,4262,19150,3455,1853,117782,2441,22061,66553,38255,3562,20813,9900,4367,1998,457,22668,147973,7149,16594,21254,8225,3152,4335,5196,7752,119,289949,5267,1992,8618,921,72,12805,6034,3846,55936,5407,3745,1260,8370,57740,20375,25925,18067,51730,3124,253497,21059,19765,68663,13044,23097,39300,8203,10435
1992,15023,8899,3078,2050,33967,3357,17338,7887,7412,5652,10047,5144,8943,116169,8712,528,4233,10228,6893,156281,265,1343,3267,28487,6999,13685,1163363,13654,12637,41735,2401,34314,451,356,3172,15619,10780,718,10295,80571,547,70,5171,7335,26387,10554,58583,39645,1533,52875,5042,58801,970,57828,5366,16092,6436,1034,1036,392,10331,9478,5821,5084,4318,6983,10367,185561,870986,3553,59096,19159,261,4824,56821,2413,3639,124467,16583,24986,4489,10118,43748,1955,4454,3457,2009,4354,141,17777,1762,3697,393,2615,25659,4402,12357,87906,1889,8961,370,40419,622,2210,13006,2043,1085,10203,18466,1551,8313,101378,4007,15184,4287,19705,3494,1940,119974,2489,22528,67933,38372,3585,21182,9892,4492,2106,464,22464,148272,7329,17098,22069,8449,3256,4246,5286,7712,121,290950,5268,1990,8668,957,73,13177,6275,3973,56675,5500,3830,1263,8529,58872,20569,26674,18703,51869,3137,257037,21609,20204,70005,13735,22905,40079,8431,10720
1993,17003,9242,3072,2171,34408,3185,17498,7952,7528,5433,10086,5393,9250,118566,8643,541,3913,10251,7054,158813,266,1387,3367,28815,7063,13904,1176727,14183,13026,43175,2474,34969,461,366,3261,15650,10850,736,10306,81103,534,70,5189,7451,27045,10754,59434,39851,1494,54166,5066,59050,1016,57966,5264,16493,6602,1077,1063,403,10391,9750,5930,5237,4341,7139,10355,188687,887634,3570,60044,19734,264,5000,56856,2446,3844,124870,16523,25765,4480,10598,44195,1812,4581,3648,2084,4459,143,17965,1791,3680,399,2564,26119,4401,12737,89338,1918,9192,373,41003,623,2242,13398,2119,1099,10333,18933,1592,8570,103916,4156,15290,4313,20278,3537,2027,122052,2538,23000,69347,38470,3615,21563,9904,4618,2218,470,22434,148073,7650,17574,22829,8669,3360,4100,5331,7706,123,291212,5289,1985,8719,984,73,13554,6211,3953,57408,5546,3917,1265,8687,60003,20759,27562,19391,51887,3149,260449,22127,20641,71311,14456,22666,40906,8659,10984
1994,18486,9601,3117,2292,34847,3060,17670,7983,7637,5446,10118,5605,9587,120935,8614,555,3727,10239,7215,161327,267,1430,3466,29126,7120,14118,1189962,14874,13423,44702,2549,35601,472,376,3356,15675,10893,751,10310,81384,547,71,5206,7565,27647,11013,60299,40041,1463,55636,5088,59265,1032,58114,5141,16874,6796,1120,1088,414,10444,10031,6050,5395,4390,7300,10341,191867,904486,3584,60916,20342,266,5178,56867,2480,4035,125217,16289,26399,4472,10947,44642,1696,4712,3824,2069,4563,145,18135,1819,3654,404,2521,26578,4392,13128,90756,1935,9463,377,41732,623,2272,14313,2183,1111,10102,19419,1634,8840,106571,4289,15383,4337,20844,3586,2102,124813,2588,23462,70853,38551,3649,21852,9931,4746,2349,475,22401,148173,5992,18020,23354,8892,3464,3978,5388,7701,125,291052,5309,1983,8781,988,74,13939,6322,3982,58134,5604,4003,1265,8838,61135,20940,28625,20103,51638,3162,263662,22604,21075,72586,15160,22583,41590,8888,11109
1995,19445,9964,3164,2412,35274,2995,17894,7995,7731,5812,10139,5721,9924,123279,8576,569,3636,10205,7375,163819,268,1473,3544,29431,7168,14326,1202581,15436,13824,46581,2621,36207,483,385,3449,15685,10921,765,10303,81624,553,71,5233,7683,28208,11266,61183,40218,1437,57289,5108,59474,1041,58268,5037,17171,7009,1161,1106,426,10493,10319,6200,5556,4360,7464,10327,195127,921509,3603,61772,20977,267,5357,56868,2513,4198,125537,16022,27092,4516,11207,45093,1642,4846,3965,2075,4630,146,18284,1848,3626,410,2485,26986,4375,13532,92155,1954,9758,379,42463,624,2306,15118,2235,1123,9993,19913,1675,9133,109343,4402,15459,4360,21359,3642,2157,127886,2638,23902,72489,38604,3683,22107,9965,4876,2506,481,22356,147973,5265,18440,23892,9123,3567,3881,5470,7691,127,290855,5325,1983,8827,994,75,14334,6586,4203,58858,5678,4078,1264,8969,62273,21117,29544,20680,51248,3175,266821,23067,21507,73810,15813,22554,42118,9118,11208
1996,20111,10313,3209,2536,35683,2985,18102,8006,7815,5815,10159,5874,10269,125623,8531,584,3649,10171,7534,166306,269,1515,3622,29740,7199,14530,1215171,15887,14231,47559,2692,36796,494,395,3541,15685,10963,777,10291,81861,568,71,5263,7806,28721,11526,62094,40386,1416,58915,5125,59680,1061,58417,4961,17464,7236,1202,1123,438,10539,10610,6350,5719,4300,7629,10309,198466,938667,3632,62629,21637,269,5520,56884,2546,4330,125812,15872,27813,4580,11456,45525,1663,4948,4057,2130,4668,148,18409,1869,3599,415,2458,27339,4354,13948,93508,1971,10075,382,43143,624,2341,15520,2271,1135,10205,20419,1716,9443,112235,4503,15530,4382,21804,3697,2188,131363,2690,24326,74209,38633,3725,22324,10003,5006,2671,489,22292,147973,6335,18831,24442,9359,3668,3811,5551,7708,130,290625,5336,1982,8841,1018,76,14742,6862,4402,59560,5764,4142,1262,9092,63423,21283,30164,21270,50813,3190,269944,23524,21936,74974,16402,22502,42643,9354,11405
1997,20769,10651,3231,2668,36103,2978,18279,8015,7897,5820,10183,6055,10507,128012,8480,600,3681,10129,7695,168806,270,1555,3707,30039,7217,14727,1227453,16304,14643,48436,2750,37279,506,404,3630,15684,11014,788,10280,81980,592,70,5285,7928,29200,11792,63360,40556,1400,60449,5140,59887,1086,58567,4912,17772,7296,1242,1145,451,10591,10900,6399,5881,4280,7792,10288,201698,955884,3668,63475,22320,271,5666,56914,2579,4435,126112,15692,28576,4644,11693,45954,1748,5055,4111,2317,4747,150,18514,1884,3572,421,2433,27682,4324,14377,94803,1985,10158,385,43782,624,2372,15861,2315,1148,10474,20958,1758,9752,115251,4598,15611,4406,22241,3738,2201,134717,2744,24732,75903,38658,3759,22443,10048,5134,2832,501,22227,147474,7395,19200,25004,9593,3770,3765,5621,7694,132,290281,5346,1979,8846,1032,76,15163,7080,4572,60218,5864,4200,1260,9209,64584,21499,30878,21926,50371,3207,273203,23952,22362,76081,16939,22521,43169,9621,11611
1998,21452,10990,3219,2810,36518,2972,18473,8024,7979,5955,10205,6253,10759,130476,8423,619,3713,10092,7859,171317,271,1594,3798,30297,7238,14918,1238722,16677,15060,49607,2812,37858,518,413,3719,15681,11064,798,10271,81993,621,70,5304,8051,29649,12051,64653,40724,1386,61981,5153,60103,1111,58738,4878,18103,7388,1282,1163,464,10650,11192,6464,6046,4277,7957,10264,204872,973088,3707,64315,23023,274,5815,56930,2612,4523,126451,15485,29375,4708,11915,46287,1872,5168,4150,2584,4870,151,18609,1897,3546,426,2410,28014,4286,14817,96051,1995,10286,387,44407,623,2403,16200,2374,1161,10756,21516,1799,10079,118391,4689,15707,4432,22672,3764,2203,138044,2797,25120,77546,38672,3781,22483,10099,5254,2915,517,22182,147175,7721,19572,25580,9840,3868,3746,5693,7675,135,289919,5353,1975,8851,1033,77,15587,7310,4715,60853,5983,4262,1257,9317,65745,21683,31780,22622,49941,3222,276417,24342,22785,77136,17442,22586,43757,9893,11813
1999,22206,11334,3193,2962,36924,2970,18683,8039,8056,6128,10228,6461,11075,132908,8376,642,3811,10064,8026,173839,273,1630,3889,30541,7273,15104,1248899,17106,15483,51181,2886,38341,531,422,3805,15676,11108,807,10260,82046,646,70,5322,8175,30083,12268,65976,40889,1375,63575,5165,60408,1143,58934,4848,18450,7610,1320,1183,478,10691,11485,6518,6198,4258,8121,10235,208105,990243,3749,65149,23739,277,5968,56940,2643,4603,126689,15357,30192,4773,12125,46617,1995,5286,4211,2741,4993,152,18707,1908,3521,432,2391,28342,4244,15264,97242,2006,10596,390,45018,623,2433,16522,2437,1173,11044,22081,1841,10424,121649,4778,15812,4462,23087,3784,2206,141497,2848,25486,79208,38669,3800,22594,10156,5367,2996,534,22147,146576,7808,19979,26168,10075,3965,3736,5767,7677,138,289400,5359,1976,8858,1033,78,16001,7559,4852,61411,6110,4324,1254,9417,66878,21844,32719,23408,49491,3234,279609,24701,23205,78170,17941,22541,44320,10170,11985
2000,22461,11676,3164,3130,37336,2966,18902,8059,8127,6282,10253,6677,11405,135211,8335,671,3901,10034,8195,176369,274,1665,3980,30823,7314,15285,1258401,17552,15914,52782,2999,38917,545,430,3888,15670,11147,815,10231,82157,669,71,5340,8301,30515,12446,67330,41072,1365,65213,5176,60819,1179,59145,4814,18816,7780,1357,1208,491,10735,11726,6590,6367,4149,8279,10209,211408,1007310,3799,65976,24463,281,6123,56966,2670,4686,126933,15335,31025,4826,12321,47008,2091,5397,4318,2847,5116,153,18820,1916,3497,438,2368,28675,4199,15712,98403,2017,10832,392,45616,623,2461,16841,2501,1186,11339,22666,1893,10785,125014,4866,15926,4492,23487,3802,2219,145759,2900,25839,80937,38658,3811,22785,10228,5474,3075,555,22118,145977,7868,20444,26771,10311,4063,3809,5825,7604,141,288719,5352,1982,8872,1032,79,16397,7821,4992,61893,6229,4385,1252,9514,67839,22027,33741,24195,49014,3246,282738,25042,23621,79207,18459,22507,44882,10475,12104
2001,22507,12030,3134,3299,37740,2965,19144,8090,8194,6466,10289,6902,11828,137428,8171,704,3919,10000,8367,178873,275,1698,4054,31149,7360,15461,1267178,18010,16354,54453,3113,39417,559,438,3961,15667,11179,824,10193,82295,693,71,5359,8427,30952,12629,68715,41359,1357,66889,5188,61259,1207,59373,4789,19199,7821,1393,1233,506,10791,11964,6608,6535,4058,8430,10186,214475,1024322,3860,66806,25203,285,6260,56998,2694,4773,127234,15383,31919,4865,12509,47370,2150,5499,4485,2917,5237,154,18951,1922,3468,443,2338,29012,4154,16169,99599,2029,10890,395,46171,623,2489,17176,2566,1198,11651,23240,1945,11170,128513,4952,16046,4514,23887,3844,2245,150448,2952,26185,82766,38647,3819,22977,10300,5581,3155,576,21812,144880,7981,20977,27387,10580,4169,4043,5856,7548,144,287980,5342,1985,8896,1030,80,16753,8093,5135,62378,6339,4444,1249,9613,68791,22154,34755,24992,48520,3257,285550,25372,24034,80239,18999,22580,45451,10791,12208
2002,23600,12443,3104,3475,38132,2962,19361,8129,8257,6670,10335,7130,12380,139587,7995,742,3923,9955,8542,181316,276,1730,4128,31489,7416,15629,1275379,18438,16815,56170,3181,39914,574,447,4026,15666,11210,834,10173,82434,716,72,5376,8553,31397,12827,70168,41947,1348,68649,5201,61702,1234,59625,4771,19607,7906,1431,1260,521,10830,12253,6604,6698,4063,8580,10157,217515,1041329,3925,67646,25956,287,6379,57083,2707,4864,127503,15447,32865,4901,12698,47645,2185,5578,4699,2978,5357,155,19098,1926,3440,447,2311,29352,4108,16639,100863,2039,11007,398,46690,622,2519,17525,2632,1210,11983,23773,1981,11580,132166,5036,16149,4539,24273,3917,2284,154585,3003,26523,84558,38629,3824,23165,10356,5685,3235,600,21416,144680,8144,21573,28017,10859,4281,4287,5869,7544,147,287189,5340,1988,8925,1028,81,17071,8395,5278,62860,6452,4502,1246,9711,69673,22268,35808,25846,48074,3268,288212,25696,24451,81288,19556,22689,46073,11078,12281
2003,25005,12936,3075,3708,38530,2955,19580,8169,8319,6897,10378,7360,12829,141670,7932,786,3940,9905,8719,183692,278,1761,4215,31784,7471,15794,1283064,18895,17289,57860,3274,40417,590,455,4089,15667,11241,844,10170,82479,691,72,5391,8678,31847,13074,71678,42712,1340,70491,5213,62136,1262,59904,4746,20036,8121,1469,1288,536,10856,12551,6641,6863,4063,8739,10127,220549,1058312,3990,68489,26698,289,6502,57337,2709,4971,127737,15526,33846,4946,12889,47892,2210,5654,4931,2983,5476,156,19254,1926,3412,453,2288,29695,4059,17123,102132,2046,11307,401,47201,621,2547,17889,2699,1221,12335,24359,2008,12014,135972,5116,16225,4565,24645,3988,2335,158209,3054,26853,86320,38603,3826,23330,10395,5788,3315,639,21262,143982,8288,22217,28662,11150,4391,4466,5880,7535,151,286409,5336,1989,8958,1026,82,17401,8763,5425,63303,6567,4556,1242,9810,70510,22351,36906,26661,47692,3277,290700,25992,24870,82327,20130,22784,46738,11353,12318
2004,25698,13480,3051,4064,38946,2953,19796,8220,8391,7167,10423,7589,13178,143670,7872,837,3975,9856,8896,185994,279,1792,4289,32084,7523,15958,1290620,19432,17764,59599,3400,40918,606,463,4152,15670,11260,855,10174,82462,657,72,5405,8801,32320,13368,73195,43456,1332,72389,5228,62591,1297,60245,4739,20471,8317,1508,1317,551,10883,12868,6675,7028,4066,8900,10105,223566,1075237,4064,69321,27395,292,6629,57709,2711,5105,127837,15629,34880,4999,13078,48083,2250,5746,5134,3005,5595,157,19412,1925,3374,459,2263,30042,4013,17621,103334,2052,11579,403,47699,621,2574,18264,2768,1232,12709,24941,2034,12472,139902,5193,16282,4592,24989,4039,2393,161556,3104,27174,88140,38580,3827,23477,10420,5889,3396,706,21141,143483,8468,22886,29321,11454,4498,4602,5888,7523,154,285713,5335,1990,8994,1025,83,17813,9191,5578,63697,6688,4608,1239,9906,71358,22434,38000,27414,47342,3285,293402,26268,25287,83383,20718,22881,47406,11634,12336
2005,26335,14012,3030,4583,39368,2951,20059,8276,8475,7439,10481,7838,13540,145579,7813,897,3991,9807,9073,188212,280,1824,4363,32389,7571,16118,1298245,19968,18249,61474,3543,41421,623,471,4214,15673,11268,868,10188,82415,666,72,5419,8924,32785,13662,74714,44196,1324,74327,5246,63060,1340,60660,4786,20924,8478,1548,1348,567,10915,13194,6714,7194,4069,9061,10085,226372,1092068,4153,70137,28028,297,6754,57994,2711,5274,127855,15760,35961,5048,13265,48185,2321,5836,5280,3138,5715,157,19565,1922,3320,467,2239,30418,3966,18132,104503,2057,11804,406,48196,621,2602,18652,2838,1243,13106,25424,2060,12953,143916,5267,16320,4624,25255,4085,2457,165075,3155,27487,89949,38563,3822,23621,10440,5987,3478,811,21011,142884,8645,23562,29996,11764,4606,4708,5899,7502,158,285131,5336,1994,9030,1023,84,18346,9594,5715,64068,6814,4664,1237,9997,72242,22514,39122,28200,47003,3291,296119,26540,25702,84456,21320,22951,48071,11932,12329
2006,27154,14535,3011,5294,39762,2948,20371,8317,8565,7709,10550,8089,13917,147415,7754,967,3993,9764,9250,190348,281,1857,4449,32716,7619,16283,1305116,20513,18746,63479,3702,41920,640,478,4275,15675,11266,882,10215,82322,679,72,5437,9044,33286,13917,76275,44950,1316,76326,5266,63497,1384,61108,4826,21396,8650,1589,1379,583,10948,13512,6779,7359,4070,9216,10069,229289,1108736,4267,70933,28576,304,6879,58168,2710,5481,127849,15918,37093,5096,13466,48438,2427,5931,5348,3311,5835,158,19710,1919,3267,474,2219,30820,3919,18653,105730,2062,12043,408,48674,620,2633,19059,2909,1253,13529,25878,2086,13458,148023,5338,16346,4661,25484,4132,2525,168846,3206,27794,91740,38539,3805,23764,10458,6083,3559,958,20887,142485,8834,24237,30686,12082,4714,4818,5906,7476,161,284599,5336,2000,9081,1021,85,19044,9967,5865,64420,6944,4719,1234,10087,73149,22620,40272,29021,46685,3298,298988,26810,26117,85502,21935,23000,48703,12253,12394
2007,27387,15083,2997,6161,40135,2946,20754,8344,8657,7991,10628,8335,14309,149092,7697,1045,3990,9734,9426,192408,282,1890,4544,33038,7687,16452,1311877,21097,19278,65590,3859,42424,657,486,4337,15676,11261,901,10275,82212,694,72,5461,9164,33866,14135,77927,45789,1310,78411,5289,63886,1434,61586,4820,21877,8860,1630,1412,600,10976,13822,6812,7522,4070,9364,10054,232153,1125263,4392,71719,29058,311,7005,58463,2708,5722,127860,16090,38249,5137,13685,48684,2560,6035,5357,3469,5967,159,19851,1917,3229,481,2201,31221,3873,19186,107074,2066,12337,409,49151,620,2666,19480,2981,1264,13978,26332,2113,13985,152201,5408,16382,4710,25732,4168,2600,172882,3258,28095,93533,38518,3783,23908,10479,6176,3642,1141,20581,142485,9060,24916,31393,12407,4822,4918,5911,7447,165,284120,5338,2003,9148,1019,86,19862,10338,6042,64757,7076,4774,1233,10178,74060,22700,41461,29846,46407,3305,301846,27079,26629,86550,22566,23028,49337,12591,12494
2008,27706,15658,2990,7081,40532,2943,21208,8370,8750,8318,10712,8603,14722,150613,7644,1125,3987,9713,9601,194394,283,1923,4641,33390,7786,16631,1318559,21699,19843,67800,3989,42930,674,494,4399,15676,11258,924,10361,82056,709,73,5494,9281,34480,14354,79677,46526,1307,80564,5313,64239,1487,62072,4819,22359,9091,1671,1446,616,11005,14135,6838,7682,4068,9508,10036,234957,1141711,4482,72508,29552,317,7132,58851,2705,5998,127795,16276,39442,5180,13923,49055,2715,6145,5354,3603,6115,160,19986,1915,3196,490,2178,31622,3829,19729,108549,2070,12657,412,49505,621,2702,19928,3055,1274,14452,26784,2141,14531,156443,5476,16446,4769,25998,4202,2691,176808,3310,28394,95302,38523,3761,24051,10494,6267,3727,1346,20241,142385,9290,25613,32137,12738,4931,5023,5934,7414,168,283685,5342,2014,9220,1017,87,20647,10728,6220,65079,7211,4829,1231,10274,75003,22778,42660,30647,46156,3313,304714,27345,27139,87590,23212,23038,49990,12945,12568
